distanza_km,valore_merce_eur,peso_kg,fragile,numero_transiti,rischio_meteo,rischio_doganale,tracking_gps,modalità_trasporto,ritardo
1786,152136,6491,0,5,1,4,0,Strada,1
191,10940,965,0,1,4,1,1,Mare,1
942,298313,7514,1,1,2,2,0,Mare,1
1441,241739,1667,1,1,1,5,0,Strada,1
2449,46200,5527,1,0,2,1,0,Strada,0
594,188401,1733,0,4,3,2,1,Mare,1
2249,161811,6711,0,0,4,4,1,Strada,1
1519,240354,2475,1,1,5,4,1,Strada,1
812,149865,7914,0,3,3,4,1,Mare,1
673,84682,475,0,3,3,4,0,Strada,0
705,34677,1837,0,5,5,1,0,Strada,1
1297,286166,2634,0,4,5,1,1,Ferrovia,1
92,159337,4698,0,5,1,2,0,Strada,0
2361,1530,218,1,3,2,5,1,Strada,1
1076,272695,564,0,1,3,3,1,Strada,1
1710,291538,3485,1,5,1,3,0,Strada,1
1341,43987,5852,0,5,1,4,1,Strada,0
645,239841,4575,0,5,3,2,0,Strada,1
1062,3781,2666,0,4,2,3,0,Strada,1
2274,18330,6276,0,4,5,3,1,Mare,0
2160,268401,2427,1,1,3,3,0,Mare,1
1007,59642,740,0,1,2,3,0,Strada,0
610,186321,3254,0,1,5,3,1,Aereo,1
1380,35956,7815,1,5,4,2,0,Aereo,1
1362,236439,2554,0,1,3,3,1,Mare,1
1871,278759,402,0,4,3,3,0,Strada,1
1600,264025,6537,0,3,2,2,0,Strada,1
899,236975,1167,1,1,1,1,1,Mare,0
1328,122265,1455,0,2,1,1,1,Strada,0
1583,128148,3989,1,4,2,1,0,Strada,0
1864,82850,6955,1,0,3,3,1,Ferrovia,1
1791,96654,5464,0,3,3,2,0,Mare,1
655,172003,6391,0,4,3,1,0,Strada,0
1536,286110,4224,0,1,4,4,1,Strada,1
1344,12320,727,0,5,1,4,0,Strada,1
795,66125,600,1,2,4,2,0,Strada,0
607,223172,869,0,0,3,3,1,Strada,1
2161,236077,263,0,3,1,1,1,Mare,1
991,118296,1716,0,1,3,3,1,Ferrovia,1
2346,126355,4814,1,4,3,1,1,Aereo,0
1319,193930,5134,0,4,2,5,0,Strada,1
989,12780,943,0,3,1,5,0,Strada,1
1660,202417,4304,0,2,3,3,0,Mare,1
2254,113696,4126,0,5,5,4,0,Strada,0
1775,107075,3955,0,1,5,3,0,Aereo,1
1034,254731,2836,0,3,3,1,0,Strada,1
1637,134001,6750,0,3,2,3,1,Strada,0
1386,123636,2298,1,4,3,3,1,Mare,1
1924,12116,71,1,3,5,1,0,Strada,0
711,220026,7556,0,0,1,4,0,Mare,1
82,210708,3363,0,0,2,5,0,Ferrovia,1
1866,24867,5910,0,1,3,1,1,Mare,0
2170,2208,6075,1,3,5,3,0,Aereo,0
1939,176157,1311,0,4,1,2,1,Strada,1
1206,84748,1222,0,5,5,3,0,Strada,0
110,143324,4930,1,1,2,3,1,Strada,0
1593,86261,5748,1,2,4,2,0,Mare,1
321,245443,2104,0,4,3,3,1,Mare,0
2343,221667,5402,0,2,1,2,1,Strada,1
1249,33171,1942,1,1,2,3,1,Strada,0
1856,29517,6997,1,0,2,4,0,Mare,1
1204,156346,2865,1,4,4,5,0,Mare,1
1175,28648,4724,1,5,4,4,1,Strada,1
359,281054,7979,0,4,3,1,0,Aereo,0
1365,258471,5246,0,1,3,1,1,Aereo,1
1795,210691,4634,1,4,2,3,1,Strada,1
387,50647,5071,0,4,3,1,1,Strada,0
59,1424,6280,0,1,3,1,1,Aereo,1
98,183971,1837,1,3,4,3,0,Strada,1
1560,27641,2040,1,1,2,3,0,Aereo,1
1394,155226,4367,1,4,5,5,1,Strada,1
780,180238,2510,0,5,5,2,1,Strada,1
844,297145,2681,0,5,1,3,1,Strada,1
1698,15546,6395,0,1,4,5,0,Ferrovia,0
182,173596,6764,1,4,1,4,1,Strada,1
2180,2304,7493,0,2,2,1,0,Aereo,0
2154,123722,2318,1,2,5,2,1,Strada,1
425,89327,6350,0,0,5,4,0,Strada,1
2446,273166,7398,1,1,5,3,1,Strada,1
320,207958,5894,0,1,1,4,1,Mare,1
1556,78354,2226,0,2,3,5,0,Strada,1
2208,121045,5412,1,2,1,3,0,Ferrovia,1
125,190896,5341,1,2,5,3,1,Aereo,1
2006,124780,5672,0,5,4,2,1,Strada,0
1716,202462,5649,0,5,4,5,1,Mare,1
378,35307,926,1,0,1,1,1,Strada,1
2219,248659,6463,0,0,1,4,1,Ferrovia,0
90,261956,3542,0,3,2,2,0,Strada,1
1240,120645,4308,1,5,1,2,1,Strada,1
2376,266388,1004,1,1,1,3,0,Strada,1
2106,26090,4169,0,0,5,4,0,Mare,1
62,112559,6690,1,4,3,2,0,Strada,1
973,100895,4338,0,1,5,3,0,Mare,0
1892,123641,927,0,3,3,3,1,Ferrovia,1
1282,270999,4535,1,2,5,5,1,Strada,1
1264,254555,2594,0,3,5,3,1,Strada,1
702,250502,5109,0,1,2,1,0,Strada,1
1753,259845,6999,0,2,3,5,1,Strada,1
670,112113,2226,0,3,5,5,0,Strada,0
2012,13521,7214,0,3,5,1,1,Strada,1
1695,101146,2650,1,1,3,1,1,Ferrovia,1
2293,208091,7760,1,0,2,2,1,Strada,1
466,145776,3157,0,4,3,2,1,Strada,1
713,59933,3578,0,3,2,1,0,Strada,1
1828,72101,2458,1,4,2,2,0,Mare,1
1429,44856,4910,0,5,4,1,1,Strada,1
197,38256,2023,1,5,2,1,1,Ferrovia,1
2095,259660,3998,1,1,4,3,0,Mare,1
1438,122638,1288,1,1,1,2,0,Aereo,1
2461,239282,2384,0,0,2,5,0,Strada,1
1775,265071,817,0,2,3,5,0,Strada,1
451,271445,7118,0,4,4,2,0,Strada,0
1565,87849,2466,0,3,1,2,0,Strada,0
2081,206065,5638,1,2,1,2,1,Strada,0
278,293485,5044,0,5,2,2,0,Aereo,1
1648,158871,7403,0,5,3,3,0,Aereo,0
317,221712,3595,0,4,2,1,0,Mare,0
1478,4255,5230,1,4,5,2,1,Aereo,0
1866,165898,2359,0,2,1,2,1,Mare,1
1084,268088,4933,1,2,5,1,1,Strada,1
1393,293641,4256,0,0,5,1,1,Mare,1
175,290867,5998,0,3,4,1,0,Strada,1
2403,274989,7135,0,3,5,4,0,Mare,1
1775,217879,4286,0,3,1,5,0,Mare,1
1162,238079,794,0,5,1,2,0,Aereo,0
1425,56569,2632,1,5,3,3,1,Strada,1
738,82434,4224,0,2,2,3,1,Strada,1
1330,211997,1567,1,0,3,1,0,Mare,1
1282,245790,7248,0,1,3,3,1,Aereo,1
330,263888,7733,0,0,2,5,1,Ferrovia,1
492,53082,2606,1,5,1,2,0,Strada,1
1913,80072,5116,0,2,4,3,1,Mare,1
886,66711,7847,1,0,5,5,0,Mare,0
438,266361,4211,1,2,4,5,1,Strada,1
666,113000,5679,0,4,5,4,0,Mare,1
196,285501,4033,0,4,2,4,0,Strada,1
570,8034,1444,0,1,2,3,0,Aereo,0
679,17263,336,0,5,3,5,0,Mare,1
2241,182171,3297,0,4,2,1,0,Mare,1
338,206384,4268,1,1,5,4,1,Strada,0
1459,76348,7448,1,3,4,5,0,Ferrovia,0
63,86275,2652,0,2,4,4,0,Aereo,1
306,252011,5149,0,3,4,2,1,Ferrovia,1
1771,282719,53,1,3,4,5,1,Strada,1
1473,23231,7919,1,1,3,5,1,Strada,1
1280,179803,5985,1,2,4,2,1,Strada,1
907,286244,461,0,1,5,4,0,Strada,1
1245,142840,4395,0,0,3,2,0,Strada,1
513,191409,3777,1,3,3,3,1,Mare,1
319,248457,5656,1,2,3,1,1,Strada,1
1294,250130,7562,0,3,2,4,1,Mare,1
1256,51697,1967,1,0,3,5,0,Mare,1
121,12357,1406,0,5,5,3,0,Ferrovia,0
1356,157018,6646,1,0,4,4,1,Aereo,0
2171,218496,207,0,5,2,1,1,Mare,1
2452,72038,1650,1,2,4,5,0,Aereo,1
1800,56149,2934,1,2,1,2,0,Strada,0
546,6566,7207,1,0,2,1,1,Strada,0
1037,123474,7487,1,3,5,4,0,Strada,1
959,52408,5756,0,4,2,5,1,Mare,1
422,250070,3539,1,3,3,4,1,Aereo,0
411,296843,5609,0,4,2,1,1,Strada,1
2190,249089,7246,1,1,3,5,0,Ferrovia,1
1394,184501,5123,1,2,4,1,0,Aereo,0
373,219422,2432,0,0,2,4,0,Strada,1
2481,286530,5407,1,1,2,5,1,Strada,1
624,113312,202,1,3,5,5,1,Ferrovia,1
785,236364,1679,0,4,1,5,1,Strada,1
2443,8509,2846,1,5,2,4,1,Strada,1
1265,219924,2931,1,2,4,3,1,Strada,1
1745,243225,7332,1,4,3,4,1,Strada,1
1957,225350,7001,0,3,4,2,1,Mare,1
768,210836,3852,1,3,5,3,1,Strada,1
830,209222,2855,0,0,2,4,0,Aereo,1
1069,256117,4130,0,1,1,2,1,Ferrovia,1
1453,64305,3520,0,2,1,1,1,Aereo,1
1476,35407,1105,0,0,2,2,1,Ferrovia,1
713,108277,2629,1,4,1,5,0,Strada,1
1822,211590,4198,1,1,4,3,0,Strada,1
60,131204,2815,0,2,3,4,1,Strada,1
2284,142320,5900,1,4,2,4,0,Aereo,1
1088,273659,7412,1,2,3,5,1,Ferrovia,1
634,142902,1378,1,2,1,3,0,Strada,1
1125,126496,7924,1,5,5,3,0,Mare,1
1424,206155,4094,1,5,3,5,1,Strada,1
1501,229170,2442,1,1,5,3,0,Strada,1
1904,22058,3203,0,5,4,5,1,Strada,1
1839,229845,50,1,4,5,2,1,Aereo,1
792,241035,216,0,5,3,5,0,Strada,0
1826,39872,6510,1,0,3,4,0,Strada,0
253,55971,3304,0,0,2,1,1,Strada,0
1126,24306,5110,1,0,5,2,1,Strada,1
1023,46693,7091,0,2,4,4,1,Mare,1
1448,291383,1935,0,3,2,2,1,Strada,1
1915,94366,4418,1,1,2,4,0,Strada,1
1349,226449,5838,1,0,4,3,0,Mare,1
1104,139519,6566,0,1,2,5,1,Strada,1
1208,152343,7579,1,5,4,4,1,Ferrovia,1
154,119469,949,1,2,1,4,1,Aereo,1
302,217582,2298,1,1,2,3,1,Strada,1
344,224117,3313,1,0,3,1,1,Strada,1
1231,104434,3462,0,0,1,1,1,Aereo,0
598,188915,7516,1,2,2,5,1,Strada,1
1827,289365,3627,1,2,4,3,0,Strada,1
348,259180,7805,1,4,1,2,0,Aereo,0
1798,57467,2237,1,2,1,4,1,Strada,0
1893,112414,6499,0,3,3,5,0,Strada,1
150,44086,1269,1,3,2,1,1,Mare,0
2429,87624,3182,1,0,2,2,0,Aereo,1
1824,82144,409,1,5,4,3,1,Aereo,0
2490,1638,6500,0,2,1,4,1,Strada,1
923,195006,2089,1,3,3,4,1,Aereo,1
2478,48234,7697,0,3,4,1,0,Strada,1
141,180119,6526,1,4,4,1,0,Strada,1
496,111406,3987,1,5,3,5,0,Strada,1
158,141813,3204,0,5,2,4,1,Strada,1
366,252183,383,0,2,3,4,0,Mare,1
1885,286135,6710,1,4,2,4,1,Strada,0
1993,106711,780,1,5,5,4,1,Mare,1
1508,123761,7117,1,5,1,2,1,Strada,1
491,245166,6959,1,1,3,3,0,Strada,1
2315,58304,1547,1,4,4,2,0,Mare,1
1295,259382,1467,0,5,2,3,0,Mare,0
1601,249134,7817,1,1,1,2,0,Mare,1
327,119778,7938,0,1,1,5,0,Aereo,0
618,34103,3813,0,5,3,3,0,Strada,0
1059,16330,1793,1,2,4,4,1,Ferrovia,1
888,134206,6978,1,1,3,3,1,Strada,0
1657,125679,5746,0,1,4,4,0,Mare,1
79,50409,5549,0,4,5,5,1,Ferrovia,0
2456,227270,4166,1,2,3,3,1,Strada,1
1992,1184,2023,0,2,2,1,1,Strada,0
2183,122529,928,0,1,3,4,0,Mare,1
1307,238432,4322,0,4,3,3,0,Aereo,1
2410,56810,5532,1,4,5,2,0,Strada,1
414,79727,6215,1,4,5,3,1,Aereo,1
1850,201122,2934,0,4,3,4,0,Strada,1
1872,36120,3057,0,0,4,1,1,Aereo,0
1912,180556,2645,1,5,5,1,0,Strada,1
954,192635,2347,1,1,5,2,1,Mare,0
747,81528,710,0,1,4,5,0,Strada,1
2228,187185,7145,1,1,1,1,1,Strada,0
1905,185168,3194,1,2,5,5,1,Strada,1
400,11133,3212,1,2,5,4,1,Strada,1
229,138477,5345,1,4,4,3,0,Aereo,1
1553,214482,4271,1,5,4,5,0,Aereo,1
1236,97993,7421,0,2,3,4,1,Strada,1
1856,116742,4035,0,3,3,4,0,Strada,1
823,149157,1319,1,1,1,4,0,Aereo,1
559,36702,4756,1,1,1,2,0,Aereo,0
414,252147,1344,1,0,1,2,0,Strada,1
402,145574,1059,1,0,2,5,1,Mare,1
1156,80384,2141,0,3,4,4,1,Strada,1
1298,88957,1807,0,0,5,5,1,Strada,0
461,277570,2014,1,5,4,1,1,Strada,1
784,246579,7826,1,4,4,5,1,Mare,1
167,48404,4693,1,4,1,3,1,Aereo,1
531,92246,1241,1,1,4,4,1,Aereo,0
241,91947,6628,1,4,2,5,0,Strada,0
156,32152,1103,0,0,5,2,1,Strada,1
431,293881,2891,0,3,1,3,1,Strada,1
832,55325,5766,1,5,3,5,1,Mare,1
2487,170839,2454,1,4,5,5,0,Strada,1
293,225864,3612,0,1,3,5,0,Mare,0
517,234242,3754,0,1,3,2,1,Mare,1
915,134074,1872,0,5,4,5,1,Aereo,1
1611,192309,1321,1,0,5,1,0,Strada,1
1283,42815,1769,0,4,2,1,0,Strada,0
653,246301,302,1,0,4,1,1,Strada,1
1710,195308,6978,1,1,3,5,1,Mare,1
1146,23743,2818,0,3,5,3,1,Strada,1
2065,120492,7599,1,4,4,2,1,Strada,0
1708,131275,1609,0,3,5,1,1,Ferrovia,1
1783,213204,7851,1,5,1,1,1,Strada,1
1663,31339,786,0,4,2,3,1,Strada,1
909,35121,6192,0,1,2,1,0,Strada,0
1929,42446,5045,0,4,2,2,1,Mare,1
1326,250380,1978,0,1,3,3,0,Strada,1
62,127530,7636,1,2,3,4,0,Mare,1
2396,237240,6316,0,1,2,2,0,Mare,0
1149,84404,5463,0,1,5,2,1,Ferrovia,1
1124,97666,6878,0,5,1,5,0,Strada,1
836,189307,2240,0,4,3,4,0,Mare,1
198,7125,1052,1,3,4,4,1,Strada,0
1804,239580,3035,0,1,4,3,1,Strada,1
2219,253428,1972,1,4,3,1,1,Strada,1
1353,179583,6704,1,1,2,4,1,Mare,1
1229,234084,6117,1,0,5,3,1,Strada,1
2473,292190,3802,0,0,1,4,1,Strada,1
131,220368,6250,1,0,4,2,1,Strada,1
541,11114,4187,0,0,3,4,1,Strada,1
2453,1637,7014,0,3,5,1,1,Strada,1
2075,39634,3752,0,5,2,3,1,Strada,1
974,36776,3242,1,1,1,1,0,Strada,1
1346,155672,5993,0,0,1,5,1,Strada,1
1653,289953,3884,1,4,4,1,0,Strada,1
1646,39368,4488,1,0,4,1,0,Aereo,0
172,78185,4477,1,2,3,3,1,Aereo,0
757,257286,3577,1,2,1,2,1,Mare,1
2427,189227,5606,0,5,2,4,1,Mare,1
1040,88762,390,0,3,2,4,1,Aereo,0
2420,107745,2438,0,2,3,3,0,Strada,1
2090,71856,3537,0,4,1,3,1,Mare,1
759,237328,7042,0,0,4,2,0,Strada,0
843,216730,6375,1,2,2,2,0,Aereo,1
761,194899,1750,1,2,5,5,1,Mare,1
1767,283663,7177,1,3,3,4,1,Aereo,1
306,271127,5433,0,2,2,4,0,Aereo,1
1262,45656,1283,1,0,5,5,1,Strada,1
920,268779,2620,0,5,5,3,1,Strada,1
1781,249945,6375,1,5,2,4,1,Strada,1
858,151694,5613,1,5,3,1,1,Mare,1
320,236113,2348,1,1,5,3,1,Mare,1
1593,75975,187,0,0,5,3,1,Strada,1
599,61666,7435,0,2,1,2,1,Ferrovia,1
1187,230501,2848,0,2,1,5,0,Ferrovia,1
617,108725,6647,0,2,1,3,1,Strada,1
408,143475,2980,1,3,5,2,0,Mare,1
1723,61477,3970,0,4,5,1,0,Strada,1
1687,66035,4232,0,0,3,1,1,Mare,0
1407,164975,1883,1,5,4,4,1,Mare,0
1762,139383,6486,1,2,1,5,1,Aereo,0
1412,98561,2189,1,1,4,5,0,Strada,1
847,21615,257,0,3,1,2,0,Aereo,0
1334,34580,7421,1,4,1,4,1,Aereo,1
936,124731,2283,1,2,3,5,1,Mare,1
1808,43898,7302,0,5,3,4,1,Strada,1
1272,156024,1900,1,0,2,2,1,Mare,1
2308,83790,1737,0,1,1,4,0,Mare,1
336,16227,2253,0,5,1,3,0,Ferrovia,1
1765,271970,6486,0,3,1,3,0,Strada,1
1835,94402,6726,1,0,3,3,0,Strada,1
792,299302,2258,1,0,1,3,0,Aereo,1
1555,16904,7603,1,3,2,1,1,Strada,1
2090,126212,5654,0,0,5,1,0,Mare,0
1096,147468,5672,1,1,2,5,1,Strada,1
345,225978,900,0,1,5,1,0,Mare,1
2103,88469,2253,1,0,3,4,0,Mare,1
730,55039,6336,0,2,4,4,1,Mare,1
1941,227957,7986,0,0,3,1,0,Aereo,1
844,5334,3740,0,2,4,4,1,Aereo,0
252,28268,3405,0,0,5,5,1,Aereo,1
374,65636,2659,0,5,4,2,1,Strada,1
2341,285212,6228,0,4,5,1,1,Mare,1
376,66121,273,0,1,4,3,0,Strada,1
1036,220742,6861,0,0,5,4,0,Strada,0
810,279429,6586,0,1,4,4,1,Aereo,1
1086,101539,6601,0,3,5,2,1,Mare,1
956,218975,3824,0,4,2,5,0,Mare,1
1453,25136,1461,0,2,1,4,0,Aereo,0
414,25425,5865,1,3,2,3,1,Mare,1
1294,19961,7966,1,4,3,2,1,Aereo,1
2170,165515,4442,0,3,4,4,1,Strada,1
1698,281967,372,1,1,5,3,1,Aereo,1
1119,72123,6023,0,5,2,4,0,Strada,0
323,105249,1561,1,4,2,3,1,Strada,1
2305,26852,7787,0,3,5,2,0,Strada,0
2002,38535,2136,1,2,4,5,1,Strada,1
1934,8004,4650,0,4,3,1,1,Mare,0
173,159895,7720,1,4,3,1,0,Mare,1
1402,105913,6946,0,3,3,5,0,Strada,1
1741,250408,5706,1,5,5,4,0,Strada,1
2157,8131,7533,1,0,2,2,0,Strada,1
491,215304,7713,1,2,3,3,1,Strada,1
1290,288793,7334,0,2,2,2,1,Strada,1
960,136171,5511,1,3,3,5,1,Strada,1
1075,31580,2337,1,5,3,4,1,Aereo,0
1609,115163,736,0,1,4,4,0,Aereo,1
1791,95200,2067,0,1,5,5,1,Strada,1
1784,82118,1518,1,0,4,2,0,Strada,1
675,27469,3973,0,0,2,1,1,Mare,0
1740,25236,4885,1,3,2,2,1,Aereo,0
1047,286574,1046,1,5,5,4,0,Strada,1
140,170020,2584,0,1,3,4,1,Ferrovia,1
2264,84299,2862,1,2,5,5,1,Strada,1
256,170252,5580,1,5,3,2,0,Mare,0
1138,136724,6061,0,1,1,1,0,Strada,1
1961,73370,672,0,5,1,2,0,Ferrovia,1
565,128845,3874,1,3,5,4,1,Strada,0
1230,185348,2833,1,1,1,2,0,Mare,1
1842,212300,4443,1,4,1,4,0,Strada,1
2403,116052,1125,0,3,2,4,1,Strada,1
1951,134727,6926,1,4,3,3,0,Mare,1
2055,106737,7194,1,5,1,1,1,Ferrovia,1
444,179742,353,1,3,4,5,0,Ferrovia,1
1147,137344,5457,0,2,2,1,1,Aereo,1
236,97428,713,1,3,3,2,0,Aereo,1
1647,49762,2996,1,3,2,3,0,Ferrovia,1
1641,166379,5287,0,3,4,4,0,Strada,1
779,250193,4044,0,3,3,1,0,Strada,1
289,150058,2042,1,0,5,4,1,Strada,1
190,119336,3545,0,4,5,4,0,Mare,0
188,143675,6984,1,3,2,3,1,Ferrovia,1
119,91728,2744,1,3,5,1,1,Mare,0
434,292041,4354,0,5,3,3,1,Mare,1
679,150874,3248,1,0,4,4,0,Aereo,1
2295,148483,5462,1,1,4,1,0,Ferrovia,1
254,61399,568,1,5,5,4,0,Mare,1
1799,227274,7439,1,5,1,4,0,Aereo,1
617,61692,6270,1,0,1,1,1,Strada,0
1031,144842,4483,0,0,1,5,1,Mare,1
854,74513,7056,1,0,5,3,1,Strada,0
1760,202157,5959,1,5,5,2,0,Strada,1
931,218253,1919,0,5,5,4,1,Strada,1
2085,245405,3860,0,3,3,3,1,Aereo,1
1023,156579,962,0,0,1,3,1,Strada,1
689,60596,7492,0,0,2,1,1,Mare,0
1504,71509,3984,0,5,3,1,1,Strada,1
374,9436,4952,0,5,3,1,0,Ferrovia,1
491,11086,3238,0,0,5,3,1,Mare,0
853,258144,1365,0,3,5,1,1,Strada,0
2385,227562,5440,1,2,3,2,1,Strada,1
275,2745,7664,1,2,5,3,1,Ferrovia,1
1137,275841,3278,0,1,1,1,1,Ferrovia,1
1016,4879,621,1,3,3,4,0,Mare,1
609,217769,3305,1,5,3,3,1,Mare,0
763,150571,2521,1,0,3,5,0,Ferrovia,1
547,220249,5825,1,0,5,5,0,Mare,1
2157,167107,6866,1,0,3,3,0,Ferrovia,1
306,205381,7818,0,2,2,3,0,Strada,1
626,233700,5185,0,5,2,5,0,Ferrovia,1
2336,292220,5071,1,0,1,4,1,Mare,1
87,202195,5930,0,0,3,4,1,Mare,1
2122,165196,147,1,2,3,4,0,Strada,0
459,147859,4083,1,0,5,2,0,Mare,1
510,72035,1689,1,1,4,2,0,Aereo,1
1490,4841,6493,0,5,4,4,0,Strada,0
2454,26402,4892,1,4,3,5,1,Mare,1
432,252093,5591,1,1,1,2,1,Strada,0
1882,198273,5476,1,3,2,1,0,Ferrovia,1
618,98807,4077,0,1,3,2,1,Strada,0
1121,286381,6467,1,1,3,5,0,Strada,0
482,175060,310,0,2,1,5,1,Strada,1
105,208382,5408,1,3,1,3,0,Aereo,1
2365,145932,985,1,5,4,5,1,Mare,1
2166,91439,1847,1,5,3,4,1,Strada,1
1801,270189,381,0,1,3,5,0,Strada,0
2097,57435,4260,1,4,5,2,0,Ferrovia,1
951,99453,317,1,1,2,2,1,Ferrovia,1
1674,33261,2109,1,0,5,2,0,Strada,0
306,246749,122,1,2,5,5,0,Strada,1
721,3853,5161,1,0,2,4,1,Strada,1
539,76664,2971,1,3,3,4,0,Aereo,1
2146,111884,2503,0,3,4,3,0,Strada,1
1732,49022,3938,1,2,2,1,1,Strada,1
365,296868,227,0,1,1,4,0,Strada,1
483,274584,2049,1,3,3,2,1,Ferrovia,1
1075,107911,821,0,4,2,3,1,Mare,1
2025,86694,995,1,2,2,4,0,Mare,1
2029,197692,7476,0,0,2,4,0,Aereo,1
1439,196333,4545,1,4,4,1,0,Mare,1
469,260004,319,0,5,5,1,1,Mare,0
1646,206870,1905,1,2,5,1,0,Strada,0
1634,117189,1705,0,4,2,4,1,Mare,0
893,95203,3802,1,2,2,4,0,Aereo,1
1517,187793,2583,1,0,5,2,1,Mare,0
483,100039,7797,1,1,4,5,0,Strada,1
1628,265982,4204,0,2,3,1,1,Strada,1
2154,167402,2739,0,3,5,2,0,Ferrovia,1
1013,103210,5032,0,0,2,2,0,Mare,1
1026,231648,4411,1,0,4,3,1,Mare,1
95,101166,2172,0,4,4,2,1,Mare,1
1243,223947,6168,1,3,2,1,1,Strada,1
466,31384,3211,1,4,1,5,1,Strada,1
897,39977,554,1,5,4,2,1,Strada,1
2236,24652,2454,1,0,5,4,1,Strada,1
296,195367,2251,1,2,1,4,0,Aereo,1
279,11270,6069,1,5,3,2,1,Strada,0
841,83804,3339,1,3,5,1,0,Strada,0
686,193702,4631,0,0,2,5,1,Strada,0
2471,37417,5709,0,3,1,5,1,Strada,1
787,128390,1203,1,5,5,1,1,Strada,0
1138,57042,4211,1,2,4,4,1,Strada,1
137,180913,7361,0,1,2,4,1,Strada,1
762,152389,2477,1,4,1,3,0,Strada,1
1799,168506,1386,0,4,4,2,0,Strada,1
1277,178197,456,1,5,2,2,1,Mare,1
1986,213056,3528,1,0,2,4,0,Strada,0
1455,206174,4094,0,0,1,2,0,Strada,0
650,230052,326,0,2,1,1,1,Strada,1
1549,82141,6808,1,0,1,5,1,Aereo,1
263,1557,3530,1,0,5,3,1,Strada,1
2171,47652,2411,0,0,2,1,0,Ferrovia,1
2158,117048,2646,0,3,3,1,1,Strada,1
747,61941,5418,0,3,4,1,0,Strada,0
1292,158182,2018,1,1,1,2,0,Strada,1
2109,162446,510,0,3,2,5,1,Strada,1
2129,43591,2496,1,4,4,3,0,Mare,1
1233,252608,3789,0,5,3,4,0,Strada,1
1050,151193,6644,0,1,4,1,1,Aereo,1
286,268637,6664,0,0,3,1,1,Mare,1
1254,260830,5813,0,4,1,1,1,Strada,1
1531,103181,1632,1,1,5,4,0,Mare,1
1153,68818,7651,1,5,3,2,1,Mare,1
696,220778,5101,0,1,1,2,1,Strada,0
522,264575,3567,1,4,4,5,0,Strada,1
161,101079,4852,1,1,4,2,0,Strada,1
1895,256270,4248,1,4,4,2,1,Strada,0
1704,218199,2425,0,1,5,3,0,Strada,1
432,164555,7900,0,1,2,3,1,Mare,1
66,294339,6794,1,1,3,2,0,Mare,1
542,245015,6439,0,4,2,3,0,Strada,1
1946,256280,7275,0,1,4,5,0,Strada,1
1559,234761,6298,0,5,5,2,1,Strada,1
166,154807,2789,0,5,1,3,0,Strada,1
1628,16203,1021,1,3,5,4,0,Strada,0
929,267118,7286,1,3,2,3,0,Strada,1
2212,236281,7186,0,3,4,3,1,Strada,1
1868,255171,1375,1,3,3,4,0,Strada,1
1622,86222,202,1,3,5,5,1,Strada,1
1698,256848,3658,1,5,2,4,1,Strada,1
693,13636,4010,1,0,2,5,1,Strada,0
1409,298214,3156,1,1,1,4,1,Strada,0
385,292267,5102,0,5,3,5,1,Strada,1
196,121973,3136,1,5,2,5,0,Aereo,1
171,5966,5275,1,2,3,1,0,Mare,1
130,243823,779,0,0,4,1,1,Strada,1
2472,80698,4017,0,4,5,3,1,Strada,1
2160,42482,4219,0,0,2,4,0,Strada,1
553,241275,5001,1,2,4,5,0,Strada,1
717,3998,4052,1,5,1,1,1,Strada,1
1494,123659,2382,0,0,3,3,1,Strada,1
1395,62265,1623,1,1,4,3,1,Strada,1
1239,67445,3318,0,3,3,3,1,Aereo,1
1670,166720,4425,0,1,3,1,0,Ferrovia,1
2030,139599,4932,1,0,2,2,1,Mare,1
1722,135144,735,0,5,3,3,1,Aereo,1
508,30652,3938,1,5,4,2,1,Strada,1
1262,5476,1629,0,2,1,2,0,Mare,1
513,96768,1018,0,4,2,2,1,Strada,1
961,159554,3787,0,1,5,3,1,Ferrovia,0
2476,234865,7370,1,2,1,5,0,Mare,1
1075,194585,6484,0,4,4,2,1,Strada,1
2461,218483,2083,0,3,2,1,1,Aereo,1
121,279363,7125,0,1,3,1,0,Strada,1
1500,293592,5311,1,5,1,2,1,Strada,1
1243,269999,817,1,1,2,2,1,Aereo,0
1898,176657,6505,1,5,5,2,0,Strada,1
2434,133156,695,1,5,5,1,1,Mare,1
2072,99856,7249,1,3,5,4,1,Strada,1
2292,154016,4171,0,3,2,5,1,Strada,1
1061,62282,6080,0,0,1,4,1,Mare,1
702,88393,6448,0,4,3,1,0,Ferrovia,1
1348,183469,5904,0,2,1,1,1,Strada,1
56,130822,1129,1,3,3,3,0,Strada,1
954,19070,6486,0,0,1,4,1,Strada,1
2078,187059,686,1,4,1,2,1,Mare,1
665,247453,4375,1,4,2,2,1,Strada,0
1923,57690,2150,1,1,5,1,1,Aereo,1
819,222083,7147,0,0,5,3,1,Aereo,1
2339,62134,150,1,0,5,4,0,Strada,1
1616,294633,5636,0,1,5,3,1,Strada,1
1535,24178,3967,1,2,1,5,1,Strada,1
1490,179874,4949,0,3,5,3,0,Strada,1
815,242535,918,0,5,1,5,0,Ferrovia,1
433,63778,6460,1,1,3,4,1,Mare,1
2488,189791,5964,1,3,4,2,0,Mare,1
737,112466,4147,0,5,4,5,1,Mare,1
1199,119292,71,0,0,3,2,1,Strada,1
